geneID	patricID	transcriptID	function	ri_t04_A	ri_t04_B	ri_t04_C	ri_t12_A	ri_t12_B	ri_t12_C	ri_t48_A	ri_t48_B	ri_t48_C	btri_t12_riA	btri_t12_riB	btri_t12_riC	btri_t24_riA	btri_t24_riB	btri_t24_riC	btri_t36_riA	btri_t36_riB	btri_t36_riC
RIL182_00182	fig|536231.75.peg.187	fig|536231.75.peg.187|RIL182_00182	Repressor CsoR of the copZA operon	21.531461	12.993359	7.415019	20.289994	19.211807	22.67004	99.059483	110.691929	79.144416	60.958851	65.074322	95.300377	87.366469	133.596836	174.68628	68.691562	66.874916	100.185111
RIL182_00183	fig|536231.75.peg.188	fig|536231.75.peg.188|RIL182_00183	"Lead, cadmium, zinc and mercury transporting ATPase (EC 3.6.3.3) (EC 3.6.3.5); Copper-translocating P-type ATPase (EC 3.6.3.4)"	45.535453	25.49398	38.176433	30.294431	29.501541	48.387514	97.087462	89.708249	86.761729	67.93118	95.634065	86.070379	79.986224	127.713324	95.960733	155.769431	111.880922	137.34582
RIL182_00184	fig|536231.75.peg.189	fig|536231.75.peg.189|RIL182_00184	hypothetical protein	1.251252	0.593234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	fig|536231.75.peg.190	fig|536231.75.peg.190	hypothetical protein	4.823892	2.357881	0.58073	0.550172	2.318448	1.706469	13.289573	0	5.983553	0	0	20.820158	32.056336	0	0	7.777347	0	0
RIL182_00185	fig|536231.75.peg.191	fig|536231.75.peg.191|RIL182_00185	Recombination protein RecR	146.427323	84.982739	97.248142	154.345304	109.603561	208.007332	182.70578	204.932084	223.586087	168.484256	159.743521	134.463167	51.319737	81.179803	60.926367	39.117874	57.015486	59.282009
RIL182_00186	fig|536231.75.peg.192	fig|536231.75.peg.192|RIL182_00186	"Transketolase, N-terminal section (EC 2.2.1.1)"	148.648283	64.636374	119.85474	218.587648	103.299086	211.695934	472.058781	463.550932	494.842135	290.550116	320.780246	286.427994	109.738833	289.860175	194.421001	42.838626	264.596258	160.739002
RIL182_00187	fig|536231.75.peg.193	fig|536231.75.peg.193|RIL182_00187	"Transketolase, C-terminal section (EC 2.2.1.1)"	147.240698	66.6012	96.457057	217.330842	102.353715	191.495148	483.661686	430.370869	397.362567	419.884761	482.325388	394.021208	242.61937	342.624848	391.233125	78.883116	276.545078	285.864874
RIL182_00188	fig|536231.75.peg.194	fig|536231.75.peg.194|RIL182_00188	hypothetical protein	0.17109	0.154261	0.345805	0.203981	0.153132	0.300157	1.275636	1.788891	1.022319	0.45789	1.740835	0.959495	1.687257	1.466405	1.644461	1.154016	6.127527	0
RIL182_00189	fig|536231.75.peg.195	fig|536231.75.peg.195|RIL182_00189	FIG01032175: hypothetical protein	13.531452	8.205239	10.415244	16.952135	11.128939	44.369556	18.95374	27.475876	20.785368	21.268658	19.269461	18.172561	25.801384	19.060573	29.19041	10.689192	27.55552	40.278361
RIL182_00190	fig|536231.75.peg.196	fig|536231.75.peg.196|RIL182_00190	FIG01020216: hypothetical protein	8.624761	5.046059	3.755899	10.204611	6.791144	21.998071	20.531756	17.890995	13.746586	29.881741	37.361228	18.534274	43.444226	43.042342	49.086367	7.569011	17.405468	16.492209
RIL182_00201	fig|536231.75.peg.197	fig|536231.75.peg.197|RIL182_00201	D-alanyl-D-alanine carboxypeptidase (EC 3.4.16.4)	595.250164	808.244683	314.355866	207.864223	251.807078	257.414278	32.850712	31.91982	35.661345	66.880604	48.843318	40.886171	238.158357	86.572028	96.128971	243.62187	87.104762	172.724126
RIL182_00202	fig|536231.75.peg.198	fig|536231.75.peg.198|RIL182_00202	hypothetical protein	0.711883	0.665248	0.337609	0.729759	0.262011	0.9825	3.640216	0	3.999496	0.775263	0	0	0	0	0	0	0	0
RIL182_00203	fig|536231.75.peg.199	fig|536231.75.peg.199|RIL182_00203	ATP synthase F0 sector subunit a (EC 3.6.3.14)	44.834067	20.124668	25.440675	66.309638	23.554788	1188.469826	113.878271	121.018797	124.247657	586.719031	731.597822	452.418924	705.906183	550.923659	875.960677	115.594208	611.085832	484.559794
RIL182_00204	fig|536231.75.peg.200	fig|536231.75.peg.200|RIL182_00204	ATP synthase F0 sector subunit c (EC 3.6.3.14)	4.421593	3.280312	1.259769	7.770119	2.016364	37.410879	0.432503	17.927863	2.296702	47.777218	40.870754	31.148606	13.617625	42.778243	86.392268	9.897762	22.996993	37.149593
RIL182_00205	fig|536231.75.peg.201	fig|536231.75.peg.201|RIL182_00205	ATP synthase F0 sector subunit b (EC 3.6.3.14)	46.852652	17.558169	24.171416	62.891328	18.360494	492.674711	240.647814	295.596205	283.228864	905.598777	1111.742506	702.519411	641.850248	1282.886607	1168.617233	97.882228	673.791875	520.012796
RIL182_00206	fig|536231.75.peg.202	fig|536231.75.peg.202|RIL182_00206	ATP synthase delta chain (EC 3.6.3.14)	12.88797	5.577974	4.433856	17.429295	7.416718	107.376871	42.78517	56.138714	56.17684	198.082028	174.736121	164.920408	87.517818	197.672302	205.206673	35.924879	135.986312	76.3855
RIL182_00207	fig|536231.75.peg.203	fig|536231.75.peg.203|RIL182_00207	ATP synthase alpha chain (EC 3.6.3.14)	26.254624	11.174046	17.806807	45.076958	10.796245	211.933896	174.54355	191.888004	204.9353	431.661597	440.921169	378.871866	246.884118	436.623171	447.710778	48.419414	296.866273	246.378408
RIL182_00208	fig|536231.75.peg.204	fig|536231.75.peg.204|RIL182_00208	ATP synthase gamma chain (EC 3.6.3.14)	19.463095	9.269261	11.875702	32.252384	8.425913	118.23183	114.433362	113.341312	136.612563	312.123111	247.966597	247.988667	320.709336	349.271171	329.763564	28.885881	264.966913	310.556825
RIL182_00209	fig|536231.75.peg.205	fig|536231.75.peg.205|RIL182_00209	ATP synthase beta chain (EC 3.6.3.14)	37.008514	15.584419	26.782149	56.926293	17.187732	233.545882	259.670133	300.261919	311.864325	586.239347	642.955077	534.237292	345.633087	655.575285	603.930503	59.07807	310.268434	279.428047
RIL182_00210	fig|536231.75.peg.206	fig|536231.75.peg.206|RIL182_00210	ATP synthase epsilon chain (EC 3.6.3.14)	67.71031	25.223136	42.249406	70.773596	26.308115	367.933346	400.948199	307.766597	339.306033	1194.341441	1093.631234	897.661701	1109.406992	1061.119616	1059.111107	160.54671	972.551087	948.269153
RIL182_00211	fig|536231.75.peg.207	fig|536231.75.peg.207|RIL182_00211	"Transcriptional regulator, AraC family"	2.580269	1.473968	1.702553	7.266729	2.129304	5.964258	89.005574	88.037515	100.632939	13.128186	13.228493	15.071406	11.488899	37.386836	18.087015	8.670159	36.587096	6.06905
	fig|536231.75.peg.208	fig|536231.75.peg.208	hypothetical protein	0.57626	0	0	0	0	0	0	10.106756	15.510532	0	0	0	0	0	0	2.059002	76.720861	0
RIL182_00212	fig|536231.75.peg.209	fig|536231.75.peg.209|RIL182_00212	beta-glucosidase (EC 3.2.1.21)	4.351007	1.78052	3.502477	8.264068	3.196703	7.171397	25.688941	24.596787	25.279836	14.058072	13.865277	11.502997	10.958942	10.674315	20.825993	11.662071	15.700107	20.616686
RIL182_00213	fig|536231.75.peg.210	fig|536231.75.peg.210|RIL182_00213	beta-glucosidase (EC 3.2.1.21)	2.733864	1.275455	1.808669	5.723973	2.175049	4.669664	21.503898	23.070017	15.82871	7.466044	9.580607	9.4966	10.441347	16.696414	23.804811	3.982777	18.327692	16.191491
RIL182_00214	fig|536231.75.peg.211	fig|536231.75.peg.211|RIL182_00214	hypothetical protein	2.602679	1.544946	2.07331	5.520594	2.042422	4.819612	6.341221	6.964868	6.178046	4.641373	4.483814	5.710522	5.594345	8.453668	6.118043	3.307135	14.375409	4.46044
RIL182_00215	fig|536231.75.peg.212	fig|536231.75.peg.212|RIL182_00215	"ABC transporter, ATP-binding protein (cluster 3, basic aa/glutamine/opines)"	88.135215	51.858646	77.924386	146.280762	69.809869	205.804587	239.170207	212.938021	221.888337	63.880262	89.613968	74.744475	26.600816	169.051072	67.711832	12.178828	39.34154	43.716644
RIL182_00216	fig|536231.75.peg.213	fig|536231.75.peg.213|RIL182_00216	"Cystine ABC transporter, permease protein"	93.215857	49.156591	95.467133	155.653221	69.821086	226.941047	382.589731	310.392154	387.153735	89.065138	100.822102	102.594704	28.435512	162.22523	94.595788	11.584327	46.404963	24.986392
RIL182_00217	fig|536231.75.peg.214	fig|536231.75.peg.214|RIL182_00217	"ABC transporter, substrate-binding protein (cluster 3, basic aa/glutamine/opines)"	128.846186	75.818953	96.211955	230.02935	107.761045	518.044198	244.192625	238.084602	234.81073	86.903193	121.034629	116.433115	66.300666	202.741832	133.723791	14.607398	62.581073	43.184581
RIL182_00218	fig|536231.75.peg.215	fig|536231.75.peg.215|RIL182_00218	hypothetical protein	2.069371	1.263272	1.929712	1.478315	0.916722	2.288119	7.339696	8.394138	8.424475	2.917191	2.971707	3.598603	3.630376	0.967825	3.258721	2.382641	7.673141	2.077063
RIL182_00219	fig|536231.75.peg.216	fig|536231.75.peg.216|RIL182_00219	"Arabinogalactan endo-1,4-beta-galactanase (EC 3.2.1.89)"	2.185401	1.236739	1.340632	1.902048	1.283381	2.795587	8.518698	8.001017	8.16044	5.199857	5.125168	4.347482	6.790701	9.739772	10.81272	14.584937	10.572422	19.18922
RIL182_00221	fig|536231.75.peg.217	fig|536231.75.peg.217|RIL182_00221	"Oxidoreductase, aldo/keto reductase family"	0.576286	0.142553	0	0.729759	0.393017	0.701785	0	6.998449	3.845669	0.775263	0	0	0	0	0	0	0	0
RIL182_00222	fig|536231.75.peg.218	fig|536231.75.peg.218|RIL182_00222	hypothetical protein	1.305607	0.928987	0.761746	2.276404	1.458302	2.804413	3.131241	4.439454	3.249765	1.83344	1.369275	2.874298	4.277578	6.043033	1.664353	2.193699	8.593778	3.580961
RIL182_00223	fig|536231.75.peg.219	fig|536231.75.peg.219|RIL182_00223	hypothetical protein	111.766045	111.609559	98.01695	57.741001	66.930246	84.504495	114.708509	95.409996	121.741956	60.771922	59.03129	29.429878	52.550082	0	12.754029	34.650419	10.744359	29.23187
RIL182_00224	fig|536231.75.peg.220	fig|536231.75.peg.220|RIL182_00224	hypothetical protein	3.402653	2.736247	1.716886	3.625967	2.201499	4.043044	3.017842	3.37161	3.764615	6.922947	3.320229	4.500844	4.444919	4.303652	15.803077	8.286814	12.781237	6.039567
RIL182_00225	fig|536231.75.peg.221	fig|536231.75.peg.221|RIL182_00225	hypothetical protein	5.528651	3.68016	4.405871	7.2903	5.256594	12.78815	8.226086	15.182812	14.804447	8.363118	17.30865	3.501326	20.274045	35.928587	60.314341	9.914904	0	15.441985
RIL182_00226	fig|536231.75.peg.222	fig|536231.75.peg.222|RIL182_00226	hypothetical protein	69.302541	31.786408	38.652089	120.778862	101.187718	113.771985	66.453305	73.898176	59.941835	165.317683	185.141931	153.686189	73.049302	94.083269	96.095298	15.773496	89.519163	62.826946
RIL182_00227	fig|536231.75.peg.223	fig|536231.75.peg.223|RIL182_00227	serine_threonine protein kinase	38.574616	22.759927	24.082409	56.288281	44.746906	50.025693	82.043643	66.086734	54.32491	104.866666	125.365046	104.892413	123.816866	118.550991	99.420889	25.485172	94.526014	65.434705
RIL182_00228	fig|536231.75.peg.224	fig|536231.75.peg.224|RIL182_00228	Protein of unknown function DUF419	31.766795	24.232371	23.699159	27.56795	30.526279	28.965966	30.847111	29.648061	29.253951	42.068106	25.157801	40.62081	39.825724	24.941649	0	15.624563	48.792481	81.177524
	fig|536231.75.peg.225	fig|536231.75.peg.225	alpha-mannosidase (EC 3.2.1.24)	66.100805	49.940302	42.454713	39.593269	32.430511	99.229354	23.008274	22.991733	31.760762	32.161392	107.904329	69.920871	20.484602	103.173114	125.183949	0	0	0
RIL182_00229	fig|536231.75.peg.226	fig|536231.75.peg.226|RIL182_00229	hypothetical protein	164.583489	113.664463	128.059911	191.463632	139.768902	215.94952	321.489698	286.707619	237.03897	266.421719	291.920216	226.374511	774.864341	654.57868	546.933125	219.574167	496.884738	664.223338
RIL182_00230	fig|536231.75.peg.227	fig|536231.75.peg.227|RIL182_00230	Protein of unknown function DUF419	870.397135	644.007598	432.563228	518.593292	649.558704	756.134639	39.640682	48.745826	100.729077	207.294066	106.578058	64.191196	55.155212	129.373276	107.19074	215.354813	193.594645	111.247632
RIL182_00231	fig|536231.75.peg.228	fig|536231.75.peg.228|RIL182_00231	ROK family protein (putative glucokinase)	30.17936	13.252079	13.028084	21.353787	15.536089	16.337851	91.229356	81.828095	83.43238	52.85499	74.000526	68.555988	68.228758	149.387391	144.25914	25.189556	75.542441	66.303147
RIL182_00232	fig|536231.75.peg.229	fig|536231.75.peg.229|RIL182_00232	"Transcriptional regulator, GntR family"	22.27862	11.295938	8.511119	16.127933	10.693666	14.846262	39.487288	44.920236	35.288043	23.038342	22.485527	25.899211	37.808814	75.034151	65.441344	14.422064	35.08454	19.893054
RIL182_00233	fig|536231.75.peg.230	fig|536231.75.peg.230|RIL182_00233	hypothetical protein	44.636526	18.279026	28.446487	34.221025	22.353152	28.620239	100.930847	101.451894	95.239388	52.323452	47.375731	53.33629	47.367877	73.863188	94.63576	15.363736	68.451014	44.232384
RIL182_00234	fig|536231.75.peg.231	fig|536231.75.peg.231|RIL182_00234	alpha-mannosidase (EC 3.2.1.24)	59.081374	28.393676	47.08904	29.151697	22.598649	29.508759	83.962836	82.971296	82.841892	61.3486	65.422107	64.197798	60.020937	70.780719	76.614671	32.442603	66.145868	73.616202
RIL182_00235	fig|536231.75.peg.232	fig|536231.75.peg.232|RIL182_00235	Endo-beta-N-acetylglucosaminidase	35.164486	21.924039	32.688797	14.904832	11.264733	11.446871	29.207373	33.125053	21.296809	7.380379	7.724305	8.124935	19.726438	23.412839	35.335837	16.066423	21.434535	17.361612
RIL182_00236	fig|536231.75.peg.233	fig|536231.75.peg.233|RIL182_00236	"Transcriptional regulator, LacI family"	23.702986	13.259198	21.553909	18.565996	9.434135	9.729717	28.302151	27.682018	24.081229	6.638385	4.818926	7.493113	10.400261	20.355672	2.929159	3.501749	9.805621	15.285944
RIL182_00237	fig|536231.75.peg.234	fig|536231.75.peg.234|RIL182_00237	"ABC transporter, permease protein 1 (cluster 1, maltose/g3p/polyamine/iron)"	177.528055	169.181253	218.347413	21.931638	34.012405	26.545622	55.189822	39.804446	32.745455	13.046519	17.079411	10.714085	55.46963	68.82755	89.882687	35.865273	22.71813	60.722777
RIL182_00238	fig|536231.75.peg.235	fig|536231.75.peg.235|RIL182_00238	"Multiple sugar ABC transporter, permease protein MsmG"	61.463339	54.940372	60.781489	17.579913	17.003201	18.445217	14.545571	14.672339	16.342778	6.199324	11.149425	4.339686	11.283178	24.119773	16.109026	18.091214	19.398709	8.618567
RIL182_00239	fig|536231.75.peg.236	fig|536231.75.peg.236|RIL182_00239	"Multiple sugar ABC transporter, substrate-binding protein MsmE"	94.619693	66.577395	84.549813	28.602395	26.385152	29.266281	62.890353	62.75621	46.661756	13.649604	14.271526	16.342326	99.85022	111.460133	137.966549	50.843491	51.68439	100.805063
RIL182_00240	fig|536231.75.peg.237	fig|536231.75.peg.237|RIL182_00240	"1,4-beta-mannosyl-N-acetylglucosamine phosphorylase (EC 2.4.1.320)"	62.959346	60.187211	49.645041	17.747683	15.148702	17.74236	30.365875	34.480967	28.047115	8.766523	10.709809	11.172575	31.899018	28.813269	15.77649	23.578415	16.928059	39.690271
RIL182_00241	fig|536231.75.peg.238	fig|536231.75.peg.238|RIL182_00241	hypothetical protein	5.862064	10.933567	10.90629	8.380299	3.114404	12.788924	11.541033	34.948437	19.931907	6.151904	2.570556	0	4.322144	21.829494	0	1.791683	3.178026	0
RIL182_00242	fig|536231.75.peg.239	fig|536231.75.peg.239|RIL182_00242	hypothetical protein	14.867742	8.891765	9.561232	5.563393	3.624594	5.298636	20.824275	20.553091	14.509622	6.146441	9.612046	6.989128	27.026309	32.685031	38.119293	14.063804	22.446632	22.49865
RIL182_00243	fig|536231.75.peg.240	fig|536231.75.peg.240|RIL182_00243	hypothetical protein	13.680631	7.400539	11.188734	4.865363	3.995103	5.440112	24.884148	28.699541	21.383101	6.047024	6.988479	6.213512	25.806025	43.053436	35.144922	20.375948	23.158383	36.647753
RIL182_00244	fig|536231.75.peg.241	fig|536231.75.peg.241|RIL182_00244	alpha-mannosidase (EC 3.2.1.24)	22.559826	10.702745	18.237942	9.123054	6.085692	9.606627	43.888894	39.95371	29.259221	15.727616	19.017565	17.399603	33.273601	50.835079	53.305716	9.927733	41.068989	49.839165
RIL182_00245	fig|536231.75.peg.242	fig|536231.75.peg.242|RIL182_00245	Uncharacterized MFS-type transporter	5.001765	2.133388	3.504279	2.212906	1.835355	2.888685	11.601822	18.904967	12.102896	3.31263	5.714723	4.955072	5.092348	18.909343	11.334802	3.629438	6.161427	12.409693
RIL182_00246	fig|536231.75.peg.243	fig|536231.75.peg.243|RIL182_00246	beta-glucosidase (EC 3.2.1.21)	3.299957	1.730396	2.592741	2.762613	1.56167	2.994764	26.071744	26.465177	23.670941	7.716828	6.481826	5.781427	5.11577	9.350402	12.786021	2.082268	15.920673	13.999157
RIL182_00247	fig|536231.75.peg.244	fig|536231.75.peg.244|RIL182_00247	Mobile element protein	156.529966	105.478783	107.852152	77.082314	65.143832	94.112085	83.486092	108.016104	98.348343	23.946532	8.145226	28.249904	0	0	12.754029	24.730324	39.61673	22.51069
RIL182_00248	fig|536231.75.peg.245	fig|536231.75.peg.245|RIL182_00248	beta-glycosyl hydrolase	15.268989	7.593127	11.44317	11.319809	5.872454	10.840572	44.915679	47.947284	44.835013	18.216563	18.952779	21.283825	23.097649	23.487915	37.326894	12.61377	26.393979	26.117525
RIL182_00249	fig|536231.75.peg.246	fig|536231.75.peg.246|RIL182_00249	"Stage V sporulation protein T, AbrB family transcriptional regulator (SpoVT)"	15.115316	10.726776	8.241499	4.664936	6.519571	5.899177	10.109356	7.360327	6.65462	10.311746	5.078893	8.900519	14.037714	0	12.475118	4.646849	12.172543	7.048428
RIL182_00250	fig|536231.75.peg.247	fig|536231.75.peg.247|RIL182_00250	Exonuclease SbcD	5.271775	2.835314	2.17669	7.505608	2.594138	10.758064	15.916858	23.466807	24.618789	21.180253	19.996679	17.159028	14.882449	17.149319	20.43738	1.875836	15.145825	34.758634
RIL182_00251	fig|536231.75.peg.248	fig|536231.75.peg.248|RIL182_00251	Exonuclease SbcC	6.618285	3.364197	5.683039	6.605001	3.727065	12.430909	24.17611	22.675378	28.467915	26.3124	32.800724	19.608977	32.172059	48.716204	33.479851	5.30486	30.334632	28.840207
RIL182_00252	fig|536231.75.peg.249	fig|536231.75.peg.249|RIL182_00252	Multimodular transpeptidase-transglycosylase (EC 2.4.1.129) (EC 3.4.-.-)	9.188202	5.175486	7.738538	7.587507	4.984139	15.03305	16.024936	15.173538	14.72592	15.929238	17.986908	14.150749	7.051294	14.304955	17.237843	2.556391	18.533486	13.250003
RIL182_00253	fig|536231.75.peg.250	fig|536231.75.peg.250|RIL182_00253	Glucokinase (EC 2.7.1.2)	154.750536	76.26206	147.624895	136.262449	74.798117	223.213645	280.660776	269.182562	237.989552	369.631598	479.79784	318.109686	186.611442	265.623077	219.621944	137.831322	231.08924	180.30584
RIL182_00254	fig|536231.75.peg.251	fig|536231.75.peg.251|RIL182_00254	Substrate-specific component ThiT of thiamin ECF transporter	13.989377	8.055846	12.763408	6.876344	3.319825	11.508031	66.292471	70.387427	63.776241	18.698196	29.505141	14.447309	25.352222	13.565855	22.97349	13.842326	28.606205	23.88791
RIL182_00255	fig|536231.75.peg.252	fig|536231.75.peg.252|RIL182_00255	"ABC transporter, substrate-binding protein (cluster 8, B12/iron complex)"	16.026414	8.062466	6.449832	15.789992	5.618019	34.06845	39.907366	44.563726	43.66709	44.013549	56.805543	41.109858	37.014512	64.703362	87.660963	8.737455	49.356217	40.83311
RIL182_00256	fig|536231.75.peg.253	fig|536231.75.peg.253|RIL182_00256	Precorrin-2 oxidase (EC 1.3.1.76) @ Sirohydrochlorin ferrochelatase activity of CysG (EC 4.99.1.4) / Uroporphyrinogen-III methyltransferase (EC 2.1.1.107)	20.26196	11.492645	8.968221	14.340271	8.703516	26.860987	81.264368	99.383684	92.42785	47.923029	58.377832	46.750684	62.183282	69.11791	84.146829	19.163699	94.807473	60.681115
RIL182_00258	fig|536231.75.peg.254	fig|536231.75.peg.254|RIL182_00258	Glutathione peroxidase (EC 1.11.1.9) @ Thioredoxin peroxidase (EC 1.11.1.15)	2.108465	1.405245	2.665377	1.241921	0.830292	0.67612	1.005142	4.268129	2.180607	0.949126	8.926629	3.370212	7.170579	0	0	0.299581	0	0
RIL182_00259	fig|536231.75.peg.255	fig|536231.75.peg.255|RIL182_00259	ABC-type cobalamin/Fe3+-siderophores transport systems ATPase components	8.771138	4.394037	7.70045	11.020024	3.87564	19.200632	85.956306	105.185922	79.242945	37.212623	28.661976	27.932672	20.573973	20.712667	35.571794	3.404239	43.321961	17.206928
RIL182_00260	fig|536231.75.peg.256	fig|536231.75.peg.256|RIL182_00260	transport system permease protein:ABC-3	5.284164	2.571196	4.199312	10.190812	3.430005	21.365179	66.182106	66.288686	81.358833	15.446175	17.658129	15.119843	13.609253	19.370298	12.651021	1.678848	11.817913	16.831964
	fig|536231.75.peg.257	fig|536231.75.peg.257	hypothetical protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	fig|536231.75.peg.259	fig|536231.75.peg.259	hypothetical protein	70.981797	72.23042	108.927903	50.227147	38.272281	67.516107	23.634455	27.725325	20.983314	32.148145	12.842357	16.135586	16.443206	0	0	12.261303	0	0
RIL182_00262	fig|536231.75.peg.260	fig|536231.75.peg.260|RIL182_00262	"Transcriptional regulator, HxlR family"	75.495855	51.000377	39.201363	26.102846	28.203323	39.062065	33.347222	13.061162	29.901608	107.332393	93.970341	52.964379	102.007366	57.30361	68.259902	35.140868	113.637263	17.455923
RIL182_00263	fig|536231.75.peg.261	fig|536231.75.peg.261|RIL182_00263	MTH1175-like domain family protein	36.867561	27.227667	25.134371	28.316486	27.395965	27.700743	72.327094	73.028659	54.794923	111.858492	77.401024	79.808924	82.960159	119.209982	35.304555	46.793665	114.259614	69.137984
	fig|536231.75.peg.262	fig|536231.75.peg.262	hypothetical protein	10.312445	11.794433	15.664462	2.451581	10.287166	5.695633	0	0	5.677611	19.561568	0	11.642605	0	0	0	0	0	0
RIL182_00264	fig|536231.75.peg.263	fig|536231.75.peg.263|RIL182_00264	Glutathione peroxidase (EC 1.11.1.9) @ Thioredoxin peroxidase (EC 1.11.1.15)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	fig|536231.75.peg.264	fig|536231.75.peg.264	ABC-type cobalamin/Fe3+-siderophores transport systems ATPase components	0	0.118655	0	0	1.937987	1.597254	0	0	0	0	0	0	0	0	0	0.005462	0	0
	fig|536231.75.peg.265	fig|536231.75.peg.265	ABC-type cobalamin/Fe3+-siderophores transport systems ATPase components	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RIL182_00265	fig|536231.75.peg.266	fig|536231.75.peg.266|RIL182_00265	ABC-type cobalamin/Fe3+-siderophores transport systems ATPase components	0	0	0	0	0	0	0	0	0	0	8.052471	0	0	0	0	0	0	0
	fig|536231.75.peg.267	fig|536231.75.peg.267	transport system permease protein:ABC-3	0	0	0	0	0	0	0.000457	28.701182	12.563335	7.756827	0	0	0	0	7.506782	0	0	0
RIL182_00266	fig|536231.75.peg.268	fig|536231.75.peg.268|RIL182_00266	transport system permease protein:ABC-3	1.931588	1.870879	1.608121	2.249944	0.768428	0	29.702838	15.056622	30.452877	15.941311	0	0	11.483474	9.473027	0	5.987675	5.702703	14.699081
	fig|536231.75.peg.269	fig|536231.75.peg.269	hypothetical protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	fig|536231.75.peg.271	fig|536231.75.peg.271	hypothetical protein	30.049205	21.93676	7.960057	8.54813	4.84034	9.029813	4.0408	7.774665	0	11.843612	0	0	0	0	0	29.326335	0	0
RIL182_00270	fig|536231.75.peg.275	fig|536231.75.peg.275|RIL182_00270	hypothetical protein	4.80358	3.355292	2.715581	4.736683	3.049079	4.217493	3.466761	5.588099	4.963827	5.650953	3.289737	5.756963	3.015686	12.206099	0	1.995714	0	14.065978
RIL182_00271	fig|536231.75.peg.276	fig|536231.75.peg.276|RIL182_00271	"N-Acetyl-D-glucosamine permease 2, possible"	5.413729	3.309004	3.963533	2.972921	3.222373	5.167485	2.907608	4.158	5.295121	3.440035	3.918621	4.115234	4.003064	2.376594	0.532502	1.509787	4.462006	4.546786
RIL182_00272	fig|536231.75.peg.277	fig|536231.75.peg.277|RIL182_00272	"Transcriptional regulator, AraC family"	7.498048	5.725298	7.957095	14.359016	7.461807	8.076329	10.894649	15.339709	18.340259	7.534643	6.991997	5.820866	8.006247	5.547325	0	2.243091	23.50249	8.398224
	fig|536231.75.peg.278	fig|536231.75.peg.278	hypothetical protein	0.307969	0.260572	0.089203	0	0.059892	0	1.939052	3.701139	0.695499	0	0	0	0	0	0	3.955234	21.91621	0
RIL182_00273	fig|536231.75.peg.279	fig|536231.75.peg.279|RIL182_00273	"Transposase, IS30 family"	3.361578	0.832565	0.753252	0.766275	1.512989	1.629873	2.974053	7.022386	7.447841	0	0	0	0	28.604238	0	0	30.606918	0
RIL182_00274	fig|536231.75.peg.280	fig|536231.75.peg.280|RIL182_00274	Mobile element protein	31.464826	15.870035	23.126963	61.478103	24.831359	38.729856	80.104048	52.163185	69.323236	46.685009	50.461922	37.28707	47.7847	15.383498	6.170983	11.712342	29.040383	0
RIL182_00275	fig|536231.75.peg.281	fig|536231.75.peg.281|RIL182_00275	Mobile element protein	3.067439	0.435124	0.363536	4.99533	0.660998	4.869991	32.019885	46.140057	27.312212	0	0	0	0	0	49.479304	14.02506	65.586773	0
	fig|536231.75.peg.282	fig|536231.75.peg.282	Mobile element protein	3.603464	10.317235	15.789662	0	0	5.206278	0	0	0	0	0	0	0	0	0	9.666929	55.234189	0
RIL182_00276	fig|536231.75.peg.283	fig|536231.75.peg.283|RIL182_00276	hypothetical protein	0.845972	0.748269	1.067967	1.549418	0.908912	0.713982	4.538372	1.029045	1.955889	1.733319	0	1.649845	0	0	0.589901	3.632997	0	0
RIL182_00277	fig|536231.75.peg.284	fig|536231.75.peg.284|RIL182_00277	hypothetical protein	7.47316	6.036055	3.827747	3.390126	2.423728	8.692686	3.706406	6.787905	3.961202	0.517428	2.79913	2.454379	8.730584	0	0	11.562378	14.885608	0
RIL182_00278	fig|536231.75.peg.285	fig|536231.75.peg.285|RIL182_00278	hypothetical protein	1.441988	1.226499	0.576467	1.820246	1.246703	1.528092	1.605756	1.34435	1.304015	0.98879	0	0.338038	0.390928	1.124307	0	1.943793	9.222188	0
RIL182_00279	fig|536231.75.peg.286	fig|536231.75.peg.286|RIL182_00279	hypothetical protein	1.152597	1.625169	2.004136	1.147117	1.003353	2.662639	2.857147	2.952897	2.581471	2.522626	1.393813	2.868686	5.813241	6.245019	0	1.426299	9.072391	1.990496
RIL182_00280	fig|536231.75.peg.287	fig|536231.75.peg.287|RIL182_00280	hypothetical protein	0.113646	0.33468	0	1.433285	0	0	0.416669	0	0	0	0	0	0	0	0	0	0	0
RIL182_00281	fig|536231.75.peg.288	fig|536231.75.peg.288|RIL182_00281	"von Willebrand factor, type A"	0.436963	0.277942	0	0.111679	0.430294	0.333521	1.676785	0.782545	1.22116	1.018297	0	0	1.264839	0	0	0	12.603908	0
RIL182_00282	fig|536231.75.peg.289	fig|536231.75.peg.289|RIL182_00282	hypothetical protein	0.933048	1.037907	0.689978	0.660139	0.935348	2.133671	0.95744	1.513178	1.570408	1.37371	1.25563	0.273303	0	0	2.398755	0	2.939909	0
