geneID	patricID	transcriptID	function	bt_t04_A	bt_t04_B	bt_t04_C	bt_t12_A	bt_t12_B	bt_t12_C	bt_t36_A	bt_t36_B	bt_t36_C	btri_t12_btA	btri_t12_btB	btri_t12_btC	btri_t24_btA	btri_t24_btB	btri_t24_btC	btri_t36_btA	btri_t36_btB	btri_t36_btC	bt_t04_mucin_A	bt_t04_mucin_B	bt_t04_mucin_C	bt_t12_mucin_A	bt_t12_mucin_B	bt_t12_mucin_C	bt_t24_mucin_A	bt_t24_mucin_B	bt_t24_mucin_C	bt_t48_mucin_A	bt_t48_mucin_B	bt_t48_mucin_C	bt_t120_mucin_A	bt_t120_mucin_B	bt_t120_mucin_C	btri_bt_t06_mucinA	btri_bt_t06_mucinB	btri_bt_t06_mucinC	btri_bt_t12_mucinA	btri_bt_t12_mucinB	btri_bt_t12_mucinC	btri_bt_t24_mucinA	btri_bt_t24_mucinB	btri_bt_t24_mucinC	btri_bt_t48_mucinA	btri_bt_t48_mucinB	btri_bt_t48_mucinC	btri_bt_t120_mucinA	btri_bt_t120_mucinB	btri_bt_t120_mucinC
BT_0246	fig|226186.12.peg.247	AAO75353	Putative phosphoesterase	15.533966	10.621739	14.391485	16.609369	15.042705	21.272995	2.039927	1.197701	1.587779	28.284478	23.066497	29.991915	5.005131	0.000000	8.553417	1.075070	0.000000	4.216636	30.362844	24.030187	19.627319	25.940570	32.708891	29.188915	1.234567	1.184785	1.461432	0.000000	1.406857	2.221871	0.000000	5.785510	7.289286	13.807315	13.988840	14.030248	10.982282	14.312470	13.346432	2.196872	6.247798	5.168629	4.943046	1.923205	7.419100	0.337487	0.708523	0.465393
BT_0247	fig|226186.12.peg.248	AAO75354	hypothetical protein	59.279612	55.548657	63.399342	116.902568	102.551363	156.157414	19.973151	10.366949	2.070279	149.984003	134.960252	165.719207	11.940708	14.108997	5.735113	5.943050	8.941213	0.000000	119.914450	127.473730	94.831689	147.419712	127.747062	144.443397	2.898176	5.488031	5.214577	7.774552	1.529083	4.050785	27.519962	12.879930	22.837751	83.349875	76.462368	88.464629	66.951865	101.692864	100.682990	13.068059	22.919488	20.881312	4.321000	30.447127	10.029222	6.224664	5.364559	5.990882
BT_0248	fig|226186.12.peg.249	AAO75355	RNA polymerase ECF-type sigma factor	42.036130	43.011789	55.182744	53.542234	62.887788	56.294660	0.346821	1.733466	15.246655	66.901033	64.408275	109.283873	10.542550	33.254062	18.209129	13.090403	3.028619	14.634006	13.556787	65.570701	71.677516	106.816796	46.803308	63.534809	10.004628	14.438406	20.671818	0.000000	0.000000	0.000000	0.000000	14.616100	25.612287	40.563403	45.582929	43.158788	122.565132	115.725417	116.012534	40.060075	70.834192	50.037583	21.649513	23.251052	0.000000	24.073364	10.338596	9.783846
BT_0249	fig|226186.12.peg.250	AAO75356	5-methyltetrahydrofolate--homocysteine methyltransferase (EC 2.1.1.13)	267.324678	258.504536	258.868551	797.322947	684.260506	899.813455	167.522227	153.749165	102.511400	968.699173	923.848431	916.924435	39.341097	60.526509	46.740229	40.966980	39.884765	16.106224	472.991659	354.847247	280.311810	737.951022	921.600822	1053.986673	87.777202	117.783249	76.117956	100.484056	124.490271	83.358896	77.916299	69.322369	57.506441	337.377218	334.885036	344.390873	723.695579	917.038615	845.776558	138.716422	44.960320	65.366131	45.645964	60.252325	43.224421	34.853035	56.866430	43.207533
BT_0250	fig|226186.12.peg.251	AAO75357	Dihydroorotase (EC 3.5.2.3)	82.230604	63.102783	73.772416	167.022429	189.331306	147.581707	44.294494	53.379787	55.080629	135.251973	155.492131	171.188599	118.774385	108.412297	120.319477	24.915224	68.230457	117.838683	96.477368	105.927171	104.542199	181.243574	170.147259	160.385478	34.590337	32.246701	53.503927	39.601695	28.544237	28.076415	51.989164	46.380708	60.442600	99.785427	116.005461	122.672573	78.346250	90.679197	89.018166	88.908901	102.500918	103.358468	57.429624	55.131410	86.610127	38.001622	37.969063	37.401170
BT_0251	fig|226186.12.peg.252	AAO75358	Dolichol-phosphate mannosyltransferase (EC 2.4.1.83)	141.203217	124.873778	145.057894	293.538312	308.215376	294.865030	45.615841	49.188206	81.210352	222.263643	222.165259	242.878643	113.274314	134.745173	132.760844	38.083109	73.798788	83.670337	107.037938	168.908276	179.828376	222.224884	224.931758	242.019798	73.287461	107.866953	117.664551	20.035480	17.679817	48.179095	67.625547	43.728725	58.966805	171.365538	171.094433	194.160789	171.547256	165.570630	165.181078	141.065947	156.071480	149.700082	55.175255	7.461242	39.566436	44.478718	48.542858	47.939180
BT_0252	fig|226186.12.peg.253	AAO75359	Transcription-repair coupling factor	58.820439	50.645894	55.182660	64.563629	71.212851	76.821702	55.658612	39.919928	49.966168	66.779658	86.902930	80.226419	34.248184	44.885876	56.972233	25.578011	38.512401	51.999033	81.454569	87.637129	73.589900	85.119566	82.562866	73.316809	24.978462	34.449793	29.342414	54.644172	58.913825	44.025186	33.891648	25.940741	30.491906	86.546077	80.138316	87.333198	27.333697	36.355088	36.021117	20.052703	16.755899	16.103227	31.945133	32.090110	23.022121	15.162659	14.108536	13.039899
BT_0253	fig|226186.12.peg.254	AAO75360	hypothetical protein	57.314341	60.902900	66.454872	17.902425	15.508769	12.033139	7.231835	7.192352	19.236089	9.938685	11.789711	13.070317	41.959915	37.221581	20.546111	36.004096	14.640871	27.014734	12.887701	28.594108	29.501355	23.552429	13.678048	16.661930	46.876251	39.021044	58.279745	13.354795	7.385964	14.243039	47.312413	35.988101	19.658965	27.849770	23.515858	22.972668	19.697982	16.733524	18.895373	70.696038	96.736058	104.748941	28.949008	28.301697	24.093339	40.568753	41.221559	40.999429
BT_0254	fig|226186.12.peg.255	AAO75361	UPF0313 [4Fe-4S] protein YgiQ	27.234497	22.051642	23.955215	37.887726	36.879133	33.610342	21.402761	26.338413	23.560241	25.812893	27.668866	31.077687	39.630454	37.596997	25.922742	11.023377	14.520170	23.513887	29.625150	41.457482	34.577988	32.569182	31.696628	34.990706	34.795967	36.690485	44.361467	23.145413	29.152085	25.860057	25.113542	35.129507	35.566328	38.460205	36.185415	38.050067	17.073437	19.514405	19.182763	60.191451	48.898794	58.847171	22.279361	26.889136	18.128202	21.274752	17.973595	18.442929
BT_0255	fig|226186.12.peg.256	AAO75362	hypothetical protein	47.327688	36.054340	36.484046	25.236462	20.454393	19.816954	142.809253	132.645727	116.602773	27.405914	41.858983	38.739389	52.077033	22.750440	64.054451	105.115992	0.000000	100.524901	11.877046	22.137468	58.897371	42.810104	26.367966	54.523495	75.236301	201.799091	133.612889	95.506708	149.073132	106.714475	0.000000	141.595453	79.433777	27.051268	45.193071	38.750793	42.186268	24.337132	34.145456	85.776443	23.196067	72.457552	28.614507	87.939998	88.594009	282.484871	330.801965	224.720871
BT_0256	fig|226186.12.peg.257	AAO75363	hypothetical protein	89.485367	86.361019	99.850034	21.402456	20.162318	25.570289	55.196723	27.543917	39.427192	40.098764	28.165426	40.893570	106.833842	173.993214	56.787862	19.808007	60.627754	55.250078	11.981972	21.393998	62.470349	56.987270	29.503810	45.152118	235.929030	395.421708	263.464490	0.000000	12.380473	41.654905	103.382656	76.691870	2.695674	15.305167	39.879516	39.246848	56.202165	40.519234	43.077318	241.180353	77.877732	219.017300	8.330917	25.154233	62.057291	149.525324	138.595135	100.273847
BT_0257	fig|226186.12.peg.258	AAO75364	Xanthan lyase	14.949147	12.808094	13.178319	105.806890	128.033304	93.466843	59.145218	55.171844	76.693515	73.883396	82.415125	90.629809	47.559617	31.960354	40.373247	38.079340	21.361441	22.285270	10.379127	17.938267	15.578884	76.631531	56.047671	60.019592	34.612162	36.280583	53.707975	53.544647	55.991253	41.595503	175.401033	152.534942	217.848838	20.619310	20.597623	18.316814	36.731511	43.379689	41.626944	74.503328	91.926011	82.882698	59.016700	62.107440	62.802421	84.495857	58.470487	61.951308
BT_0258	fig|226186.12.peg.259	AAO75365	Glucosamine-6-phosphate deaminase (EC 3.5.99.6) / domain similar to N-acetylglucosaminyl-phosphatidylinositol de-N-acetylase	269.759046	293.527278	226.756223	515.328314	585.173722	635.652489	313.944856	255.586456	308.150603	258.520759	338.900202	359.801645	125.548915	218.586212	212.992570	71.576658	125.963898	168.457753	321.687759	555.632059	274.793447	340.734630	259.525274	277.091788	116.613498	102.162997	160.943014	312.017106	283.242461	233.372963	358.795224	359.622300	383.585606	337.046505	321.668535	319.966105	216.463442	263.156327	262.167619	102.757057	116.944993	118.870739	166.260833	125.816725	173.851957	129.172477	97.902020	91.980631
BT_0259	fig|226186.12.peg.260	AAO75366	putative amidohydrolase	155.297328	147.965446	151.040985	185.075614	198.010499	222.407647	151.214821	176.389111	162.860269	463.081695	355.607021	344.275215	155.824337	150.804713	98.755232	106.142336	393.218780	196.241510	353.951233	261.784480	207.080363	266.188287	316.099358	331.202722	102.135575	142.387194	103.051342	306.535942	303.297370	189.133073	27.137581	67.871157	46.181688	270.781333	231.009174	235.608213	129.348444	155.218273	154.941089	168.660340	130.427060	144.229172	199.027650	234.369619	236.484434	41.154148	17.459314	53.723035
BT_0260	fig|226186.12.peg.261	AAO75367	Acyltransferase family protein	837.416726	643.880961	871.568380	598.287148	564.071758	728.809251	343.390396	412.672180	486.242088	521.576046	420.264070	590.627903	450.631284	384.610574	403.996128	279.245815	723.447490	616.925088	1640.893116	1730.466166	1176.232255	659.373620	545.324880	643.054730	138.783632	207.720045	180.735511	451.788974	493.926716	459.973155	601.940468	777.160814	839.780555	1457.292358	1208.825046	1353.575284	319.630728	412.249385	375.513517	247.018840	291.537671	302.739997	353.838135	250.719799	404.210189	479.155484	315.678318	426.665593
BT_0261	fig|226186.12.peg.262	AAO75368	hypothetical protein	533.659800	545.654568	546.838564	181.230871	207.016210	142.179118	209.996769	161.599831	129.721501	153.953039	155.046068	220.431795	553.734431	590.092027	531.109441	382.039456	212.393203	394.190241	129.246467	228.580950	487.321751	279.222531	175.515179	218.533910	387.369181	263.691997	394.261148	312.062998	184.218021	176.011886	257.684187	179.020284	257.338520	301.500266	413.231813	390.675023	346.270631	273.340226	283.945464	473.336957	405.120365	549.621957	233.519983	115.017993	411.460788	498.887842	437.521899	364.924434
BT_0262	fig|226186.12.peg.263	AAO75369	hypothetical protein	0.213493	0.190401	0.132870	0.000000	0.410182	0.307982	0.000000	0.000000	0.000000	0.596071	0.495816	0.444923	1.892107	0.000000	0.000000	0.000000	0.000000	3.091293	0.000000	0.216993	0.160908	0.345000	0.689414	0.357332	1.533820	2.381920	3.933748	0.000000	0.000000	0.000000	0.000000	0.628375	0.000000	0.000000	0.141028	0.176245	1.548783	1.234112	1.797613	5.889258	1.042060	3.024894	0.000000	0.000000	0.000000	1.480456	0.000000	1.733017
BT_0263	fig|226186.12.peg.264	AAO75370	hypothetical protein	0.654301	0.657720	0.600819	0.891631	0.750476	0.725134	2.698693	4.248005	2.255060	0.978820	1.019926	0.705255	3.048010	5.501681	7.358111	17.925826	9.347587	2.065260	0.141013	0.305087	0.410233	0.873949	0.996177	1.024753	4.172594	3.521590	6.771881	7.842404	7.393905	5.615655	23.439655	14.161263	9.521580	0.310865	0.435910	0.273408	1.843259	1.457203	2.020048	6.064349	5.673496	5.462350	0.000000	6.103034	8.863097	13.476941	9.050000	13.586131
BT_0264	fig|226186.12.peg.265	AAO75371	hypothetical protein	0.361784	0.325346	0.286087	0.357611	0.869304	0.185569	2.126990	3.158024	0.000000	0.441647	0.537781	0.501650	4.532363	0.123067	6.606046	3.040846	3.010966	0.623543	0.324333	0.290237	0.407160	0.271787	0.133047	0.142054	1.109630	1.844640	2.422369	0.000000	0.591673	0.000000	5.321503	10.283158	14.333222	0.255906	0.219507	0.246912	0.460450	0.311397	0.595652	6.608584	7.128967	3.832154	0.000000	1.359878	4.682989	7.469598	3.991171	2.125483
BT_0265	fig|226186.12.peg.266	AAO75372	hypothetical protein	0.327775	0.450556	0.292966	0.270961	0.104575	0.148626	1.187422	0.759551	1.393591	0.316454	0.162940	0.304244	0.101015	0.000000	3.735862	2.649317	0.780535	0.000000	0.318541	0.410573	0.237938	0.264985	0.385648	0.242378	1.936725	0.773300	1.217552	0.945705	0.356152	1.689112	0.000000	4.099720	4.114749	0.240984	0.396595	0.368092	0.656416	0.582892	0.406063	3.765103	6.272304	4.939605	1.172326	2.678303	0.000000	0.850437	0.803011	0.934646
BT_0266	fig|226186.12.peg.267	AAO75373	hypothetical protein	0.323970	0.247221	0.270811	0.145782	0.233798	0.037755	1.763540	0.771849	0.000000	0.284701	0.096660	0.191550	0.000000	0.000000	0.000000	1.010463	0.000000	1.102018	0.062658	0.170012	0.035848	0.226307	0.065342	0.195083	0.113596	1.239841	1.355764	0.000000	0.000000	2.145690	0.000000	0.606013	3.055847	0.054422	0.087763	0.101145	0.252490	0.250169	0.111797	1.747266	2.835013	0.571380	0.000000	1.047585	0.000000	2.247702	1.360522	2.494504
BT_0267	fig|226186.12.peg.269	AAO75374	Periplasmic ligand-binding sensor domain COG3292 / BaeS-type histidine kinase / OmpR-type DNA-binding response regulator	10.507640	11.849755	9.963728	7.310736	8.944357	5.322472	9.394540	7.275727	15.117977	7.755143	7.328887	8.514181	18.547319	10.420651	15.861464	65.233362	16.343973	14.157263	4.790549	8.538476	7.992164	9.542082	6.475760	7.969146	11.101564	7.818858	19.442936	15.118661	6.549274	13.613118	19.218270	18.862926	19.799195	10.088943	9.356940	7.455838	23.765557	20.034334	17.299052	29.929253	26.841801	28.562029	21.960984	17.006661	23.142024	20.041814	16.456855	20.564852
BT_0268	fig|226186.12.peg.270	AAO75375	Outer membrane TonB-dependent transporter, utilization system for glycans and polysaccharides (PUL), SusC family	1.465441	1.270695	1.433171	0.824890	1.083619	0.496566	1.652212	1.951613	1.766958	0.519341	0.857875	0.879394	2.586664	4.739788	2.309808	3.108487	1.926702	2.788791	1.174242	2.559986	1.799135	0.704506	0.397361	0.492100	1.082597	2.184004	2.797141	0.834294	1.576326	1.925582	2.149024	6.372261	7.136343	3.122189	2.329506	2.366930	1.128469	1.190351	1.073968	4.048963	7.526494	6.568817	3.544169	2.200943	0.000000	2.161261	1.950864	2.076468
BT_0269	fig|226186.12.peg.271	AAO75376	Cell surface glycan-binding lipoprotein, utilization system for glycans and polysaccharides (PUL), SusD family	0.880494	0.974748	0.926111	0.717953	1.002318	0.641249	0.000000	0.000000	0.979546	0.978004	0.831397	0.914611	1.883473	1.566245	3.089149	0.542961	2.908488	0.000000	0.334794	1.324772	0.652600	0.710272	0.656482	0.473760	2.175182	1.366577	1.859439	1.683283	0.000000	0.000000	2.886879	3.643431	3.943417	1.501248	1.276480	1.266695	0.708407	0.744403	1.117980	4.888731	7.430906	5.458835	2.721680	0.000000	0.000000	1.628943	1.025331	1.342015
BT_0270	fig|226186.12.peg.272	AAO75377	hypothetical protein	1.125346	0.911807	0.734849	0.033440	0.087558	0.347015	1.143696	0.634580	0.000000	0.107462	0.029863	0.320457	1.353723	0.000000	1.462632	4.723807	2.316123	2.928262	0.432366	0.289685	0.504181	0.183410	0.115070	0.087192	0.561953	0.451054	1.314751	0.000000	0.000000	0.000000	0.000000	3.751173	3.654625	1.992795	0.702829	1.246470	0.608132	0.317500	0.525475	1.832247	7.492801	2.576547	0.000000	4.532327	0.000000	1.636174	3.152999	2.531197
BT_0271	fig|226186.12.peg.273	AAO75378	hypothetical protein	0.751034	0.926013	0.865959	0.177642	1.124636	0.342185	1.013792	0.000000	1.721823	0.141115	0.130822	0.420627	1.772855	0.000000	0.000000	0.458947	2.476198	0.000000	0.076515	0.881729	0.730522	0.262104	0.324316	0.153429	1.342432	1.076309	1.487126	0.000000	0.000000	1.881279	0.000000	2.491216	1.176472	0.820201	1.346340	1.588028	0.457817	0.669884	0.479094	6.262058	7.680544	3.464999	0.000000	0.000000	7.141696	2.244158	0.000000	0.445040
BT_0272	fig|226186.12.peg.274	AAO75379	Outer membrane TonB-dependent transporter, utilization system for glycans and polysaccharides (PUL), SusC family	1.002587	0.686805	0.723967	0.529741	0.476177	0.939571	1.401876	1.398286	0.366212	0.778607	0.678708	0.790051	2.891718	0.000000	0.366482	2.757232	2.425380	0.823752	0.466673	1.112154	0.869415	0.543231	0.564748	0.431048	0.305295	1.100702	1.849145	2.246231	0.829564	1.108499	0.000000	0.880387	3.044219	1.130384	1.121525	1.080392	0.690876	0.792335	0.823739	4.652472	3.408642	5.802162	3.044692	1.496018	2.718282	1.989366	1.505981	1.106070
BT_0273	fig|226186.12.peg.275	AAO75380	Cell surface glycan-binding lipoprotein, utilization system for glycans and polysaccharides (PUL), SusD family	1.129911	0.838510	0.650467	0.467483	0.593011	0.436013	0.000000	0.000000	0.000000	0.653805	0.809014	0.863103	0.345225	0.000000	0.000000	0.739213	0.076184	0.000000	0.452042	1.070205	0.731632	0.600662	0.387320	0.256564	0.363928	0.203413	1.897783	0.000000	0.000000	1.238550	0.000000	1.020260	0.000000	1.897910	1.330872	1.176175	0.895055	1.044425	1.207010	0.931513	2.471602	0.838156	0.000000	0.000000	0.000000	0.748009	0.261581	0.000000
BT_0274	fig|226186.12.peg.276	AAO75381	hypothetical protein	0.552565	0.352313	0.485335	0.113362	0.395541	0.000000	0.000000	0.000000	0.000000	0.184512	0.512296	0.110095	0.259057	0.000000	0.000000	0.120318	0.000000	0.000000	0.097786	0.291618	0.465717	0.313294	0.156969	0.248091	0.365348	0.220206	1.496483	0.000000	0.000000	0.000000	0.000000	3.002137	0.750993	0.634210	1.034746	0.318037	0.433439	0.548137	0.370968	0.212510	5.344012	5.083796	6.062355	0.000000	0.000000	0.619212	0.000000	0.000000
BT_0275	fig|226186.12.peg.277	AAO75382	hypothetical protein	0.488594	0.629026	0.420701	3.697068	3.892995	5.023483	2.135864	1.315496	3.378423	3.800819	3.938177	4.635215	1.431893	1.411181	1.172083	0.081348	1.270951	0.557857	0.524533	1.104332	0.697702	4.387240	3.300471	3.588872	3.020239	2.820649	3.425341	4.209955	0.616300	0.657933	0.000000	5.742169	2.876209	1.182002	0.877117	0.694983	7.417874	9.018640	9.662292	2.549782	4.025572	3.734462	8.626101	0.000000	1.955724	1.321880	0.000000	1.007258
BT_0276	fig|226186.12.peg.278	AAO75383	hypothetical protein	0.974171	0.536384	0.789556	2.457970	3.226464	3.180051	2.317857	2.483369	0.820089	3.522323	3.683253	3.594070	3.670712	1.633586	2.711354	2.638371	4.426970	6.799943	0.650741	1.479591	0.973744	2.845985	2.895329	2.194953	2.943596	1.140209	2.497135	3.468005	3.235822	1.354942	2.417271	5.919231	1.776820	1.383218	0.813920	1.376407	1.534644	2.107971	2.224038	4.303665	4.760127	4.444998	2.521630	4.424366	8.119386	0.679806	1.925054	1.118049
BT_0277	fig|226186.12.peg.279	AAO75384	hypothetical protein	0.554042	0.649246	0.635167	2.305454	3.365851	1.895874	0.825230	0.935913	0.501107	2.875960	2.760827	3.555974	3.087630	1.017337	5.222043	1.902659	4.017822	4.488680	0.456465	1.126594	0.988547	1.871166	1.939088	1.377528	0.995294	0.951288	1.356291	2.366880	2.557094	0.000000	6.093521	2.059043	8.313827	1.571330	1.222468	1.146858	1.928946	1.776265	2.646935	3.015289	3.734561	2.248445	3.207727	1.368913	2.878769	1.709188	0.268833	0.389831
BT_0278	fig|226186.12.peg.280	AAO75385	hypothetical protein	0.779341	0.669859	0.722279	1.252477	1.335854	0.639851	0.000000	1.742115	0.000000	1.175923	1.467042	1.573859	4.502421	4.483968	0.000000	1.424196	0.000000	0.000000	0.428762	0.661444	0.731795	1.303610	0.856004	0.793823	2.246095	1.937478	4.487286	0.000000	1.457002	0.000000	6.167171	1.464481	2.461043	0.920634	1.078739	1.061704	1.331414	1.157992	1.315934	3.595735	4.675815	3.998993	5.830084	0.000000	1.689929	0.555190	0.873452	1.522129
BT_0279	fig|226186.12.peg.281	AAO75386	hypothetical protein	0.505657	0.266458	0.208386	0.107537	0.000000	0.000000	0.000000	0.000000	0.000000	0.116016	0.000000	0.138419	0.365993	0.000000	0.000000	0.113416	0.000000	0.000000	0.000000	0.310907	0.251098	0.074043	0.024751	0.023459	0.000000	1.110088	0.875964	0.000000	0.000000	0.000000	0.000000	3.853195	0.000000	0.120335	0.248792	0.231312	0.177053	0.237279	0.311671	0.133282	0.258625	0.411414	6.927916	0.000000	0.000000	0.000000	0.000000	0.272548
BT_0280	fig|226186.12.peg.282	AAO75387	Transposase	4.756796	4.471206	4.841628	3.232145	4.526799	3.595583	36.085736	25.169470	30.913665	2.974264	3.092087	2.881341	17.119051	10.490856	41.481215	13.553219	13.837338	18.460892	5.714528	7.705583	5.740489	3.366672	2.992947	3.168814	6.520159	8.850543	8.328146	10.820716	21.263060	24.415798	83.807345	64.279306	48.752199	5.378542	6.073983	7.032960	2.223945	1.993397	2.723676	12.418262	14.871153	9.910991	9.155079	19.028651	27.376229	40.304462	31.474927	33.881772
BT_0281	fig|226186.12.peg.283	AAO75388	Putative DNA-binding protein	11.189191	8.805803	9.459885	4.337236	4.107968	6.134363	0.000000	4.397192	9.498957	2.129726	2.647373	4.385087	3.262376	11.232374	0.000000	4.462422	0.000000	7.780721	3.153127	9.552394	7.613958	4.485448	1.885849	1.909189	2.377608	6.090629	3.711628	3.371074	0.000000	5.620720	30.125738	27.919055	4.838825	11.138290	8.847879	8.576056	3.663953	2.693972	5.126400	6.141650	10.927015	6.060687	0.000000	3.086945	0.000000	11.442844	18.064258	8.887950
BT_0282	fig|226186.12.peg.284	AAO75389	Putative helicase	0.362021	0.552443	0.270427	0.928513	1.656438	1.015665	7.868731	7.516965	10.386822	1.014393	1.290363	1.326915	24.527439	18.268920	18.073765	10.059200	12.059680	17.598906	0.203607	0.283846	0.299861	1.104070	1.214934	1.394296	13.941750	10.341030	22.014773	8.498569	12.453326	9.346615	21.041630	10.854840	6.822939	0.421105	0.493677	0.186260	0.608220	0.741236	0.662410	31.108992	40.157131	36.919670	11.235266	30.215533	36.975926	16.394533	11.730716	9.573850
BT_0283	""	AAO75390	""	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.362412	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
BT_0284	fig|226186.12.peg.285	AAO75391	hypothetical protein	4.987666	4.796996	5.446432	6.328940	5.671830	5.360363	48.415339	49.821197	61.036925	8.229645	10.891209	8.920640	257.625627	231.175685	213.349183	337.026555	353.274603	319.084645	1.346110	2.397007	3.349250	9.052468	6.131377	6.163518	94.733470	48.337621	87.008728	86.411057	66.582435	85.910747	104.787136	107.635089	91.509227	4.644603	3.643811	3.005275	8.682384	9.414987	9.336880	140.082845	229.207029	160.419917	295.559393	174.118052	265.406455	128.598204	132.640164	133.522721
BT_0285	fig|226186.12.peg.286	AAO75392	MotA/TolQ/ExbB proton channel family protein	3.947727	3.346103	3.518821	6.872507	9.401909	7.214871	9.112541	8.774464	13.172846	13.852037	16.264488	15.336529	49.598662	37.817274	48.753233	16.141401	23.453789	37.669335	5.666507	5.576840	6.455771	17.118122	16.125579	13.277457	17.469942	18.334312	27.745993	17.880055	12.471723	14.370982	15.024515	10.569981	14.296877	6.844784	5.521057	6.251034	2.891247	3.670756	3.904688	58.942800	66.208719	80.856540	41.821315	39.469639	40.880534	8.940723	6.754275	8.602950
BT_0286	""	AAO75393	""	2.082891	1.759543	2.485093	4.992956	8.929416	5.845120	2.537383	3.876723	12.549420	4.822539	5.019081	5.991099	18.752007	30.216300	0.000000	0.000000	38.211163	0.000000	0.738735	3.764587	2.666194	3.644408	3.266669	3.258105	1.347324	6.713006	9.166206	0.000000	3.951745	13.892872	0.000000	30.173621	22.387076	2.907493	3.175893	3.506163	2.052408	2.750895	1.991644	17.551495	33.795221	52.804373	9.964537	4.524417	0.000000	15.399675	6.779254	7.987524
BT_0287	""	AAO75394	""	2.736595	1.870840	2.339084	3.324235	2.916118	8.290914	6.841605	6.082889	4.201025	2.431593	1.466748	2.649206	3.377330	0.000000	0.000000	5.938440	0.000000	32.087356	2.916896	5.438722	2.465769	3.700313	2.606218	1.376467	3.146280	0.681491	0.982136	10.294508	0.000000	3.001453	17.014484	18.953446	0.805945	2.307169	3.431774	3.855900	0.985283	1.942991	1.186649	6.677253	11.986700	5.920946	0.000000	28.451833	0.000000	1.396634	10.333224	14.766137
BT_0288	fig|226186.12.peg.287	AAO75395	hypothetical protein	0.943355	0.997062	0.962479	2.023261	2.229467	2.413048	10.888157	7.213731	20.077379	2.295253	2.730391	2.887745	5.153357	4.176015	5.590547	4.897592	8.300731	2.095340	0.846274	1.266888	0.906281	2.124249	1.753113	2.161074	6.707688	1.900431	3.087467	0.000000	5.176273	7.938399	7.661679	12.640332	13.801519	1.491914	1.560279	1.897536	1.257167	1.410969	0.958538	3.796446	3.286125	3.192969	10.204502	4.784981	16.358188	14.990108	9.591223	5.429159
BT_0289	fig|226186.12.peg.288	AAO75396	hypothetical protein	4.998283	5.085341	4.625452	9.159964	10.538765	7.501752	48.802322	49.876906	79.319862	2.399985	1.946990	2.588735	65.873923	58.450303	41.173059	170.034803	21.506402	30.331716	1.869880	3.209331	3.187436	7.967684	7.623011	7.665865	86.970344	66.139694	117.640101	45.521560	34.630017	42.309243	122.694261	164.135886	215.949004	4.594149	3.696964	2.904958	4.219030	3.763688	4.578524	186.160576	257.981528	217.709309	37.014341	45.304024	35.795493	250.001711	177.467679	163.046323
BT_0290	fig|226186.12.peg.289	AAO75397	beta-galactosidase precursor	1.528036	1.689932	1.658372	6.014561	7.303930	5.966655	13.005442	10.903534	22.609491	6.291163	9.079173	8.661439	15.960802	16.209109	3.968238	10.409442	8.439333	7.288038	1.018067	2.639979	2.138343	7.051403	4.541716	4.280791	9.436687	5.583929	13.898954	8.091137	13.699477	14.662488	16.414995	32.552077	34.158755	3.814265	3.378382	3.530931	5.405959	5.997658	6.500270	14.871047	18.997265	24.280033	13.943630	11.396092	6.821650	15.888042	9.641299	14.180549
BT_0291	fig|226186.12.peg.290	AAO75398	hypothetical protein	2.786130	3.059383	3.095295	7.852508	7.364752	9.246376	0.000000	0.374464	1.986615	9.565192	10.257336	12.040084	11.221144	8.717238	0.000000	1.530365	2.701027	0.000000	0.864894	2.694994	1.911286	7.040769	4.259809	4.872840	8.479357	5.093842	6.510439	0.000000	0.000000	2.225377	0.000000	0.000000	8.347524	3.505933	2.633081	3.385120	10.575432	11.902102	10.342304	18.750218	15.389670	10.948090	0.000000	3.141244	7.549963	1.558459	0.000000	0.588496
BT_0292	fig|226186.12.peg.291	AAO75399	hypothetical protein	5.761912	5.023502	6.454042	1.225049	2.782150	1.742110	9.235155	3.587292	0.000000	0.758418	1.231466	1.496540	5.399306	6.594202	3.955252	5.019123	0.000000	1.329151	6.221950	8.473368	6.607675	2.705002	2.040611	2.028513	5.732149	3.627674	5.081292	4.575896	4.575921	1.716558	19.486650	6.062207	10.382485	26.459321	21.222354	22.967809	1.684208	2.534541	2.154284	6.368662	13.618966	7.699491	7.788804	0.000000	5.657803	1.571472	0.929414	3.014535
BT_0293	fig|226186.12.peg.292	AAO75400	hypothetical protein	1.169891	1.048201	1.192628	0.570434	0.644960	1.326703	0.900757	0.000000	0.000000	0.592064	0.727703	0.650825	1.768187	2.399972	1.685743	1.181436	0.000000	2.035094	1.611438	1.015285	1.537892	0.724075	0.916774	0.739746	0.462262	1.034725	1.655778	0.333384	1.465897	0.000000	0.000000	2.575407	2.539335	6.558125	6.656245	6.923714	0.681744	0.705720	0.912269	5.089724	2.840177	3.404753	0.000000	5.135932	9.780458	4.214766	2.654190	0.671760
